Ano;Nº Convênio;Nome Convenente;UF;Tipo Ente Convenente;Objeto Convênio;Situação Convênio;Nome Concedente;Valor Convênio;Valor Contrapartida;Valor Liberado;Valor Última Liberação;Data Publicação;Data Início Vigência;Data Fim Vigência
2007;588659;SENADOR POMPEU PREFEITURA;CE;Municipal;"Tendo Como Objeto Apoiar O Projeto ""2¨ Senador Cidade Luz"".";Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 50.000,00;R$ 2.500,00;R$ 50.000,00;R$ 50.000,00;24/01/2007;21/12/2006;10/04/2007
2007;588656;EMPRESA DE TURISMO DO PIAUI;PI;Estadual;"Implementação Do Projeto Intitulado ""Temporada De Verão No Litoral Do Piauí"".";Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 250.000,00;R$ 25.000,00;R$ 250.000,00;R$ 250.000,00;16/01/2007;22/12/2006;10/05/2007
2007;588654;MORADA NOVA DE MINAS PREFEITURA;MG;Municipal;"Tendo Como Objeto Apoiar O Projeto ""Carnaval 2007 De Morada De Minas"".";Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 50.000,00;R$ 6.800,00;R$ 50.000,00;R$ 50.000,00;16/01/2007;20/12/2006;12/07/2007
2007;588652;MUNICIPIO DE CASCAVEL;PR;Municipal;"Tendo Como Objeto Apoiar O Projeto ""1° Reveillon Popular De Cascavel"".";Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 50.000,00;R$ 10.000,00;R$ 50.000,00;R$ 50.000,00;24/01/2007;29/12/2006;02/06/2007
2007;588651;PREFEITURA DO MUNICIPIO DE MARECHAL CANDIDO RONDON;PR;Municipal;"Tendo Como Objeto Apoiar O Projeto ""Pra Viva O Natal2006"".";Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 50.000,00;R$ 14.982,78;R$ 50.000,00;R$ 50.000,00;16/01/2007;15/12/2006;16/06/2007
2007;588559;CALDAS NOVAS PREFEITURA;GO;Municipal;Reveillon Fest Folia 2006.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 340.000,00;R$ 34.000,00;R$ 340.000,00;R$ 340.000,00;16/01/2007;22/12/2006;05/05/2007
2007;588558;ASSOCIACAO BRASILEIRA DE AGENCIAS DE VIAGENS DE MS;MS;Municipal;"Tendo Como Objeto Apoiar O Projeto ""Divulgacao Do Estado Do Mato Grosso Do Sul, Atraves Da Participacao Em Feiras Nacionais"".";Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 162.822,12;R$ 5.700,00;R$ 162.822,12;R$ 162.822,12;25/01/2007;29/12/2006;28/11/2007
2007;588451;FUNDACAO BELO HORIZONTE TURISMO E EVENTOS;MG;Municipal;"Tendo Como Objeto Apoiar O Projeto ""Revista Turismo - Especial Ouro Preto"".";Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 15.000,00;R$ 150.000,00;R$ 150.000,00;24/01/2007;15/12/2006;10/06/2007
2007;588446;FEDERACAO DE CONVENTION & VISITORS BUREAUX DO ESTADO DE;MG;Municipal;Encontro Brasileiro Do Turismo De Saude.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 168.000,00;R$ 16.800,00;R$ 168.000,00;R$ 168.000,00;19/01/2007;28/12/2006;27/05/2007
2007;588442;INSTITUTO DE PRESER E DESENV DO VALE DO PARAIBA;RJ;Municipal;"Tendo Como Objeto Apoiar O Projeto ""Fazendas Do Brasil"".";Adimplente;SEC. NAC. QUALIF. PROMOçãO TURISMO-CONVêNIOS;R$ 157.405,00;R$ 12.600,00;R$ 157.405,00;R$ 157.405,00;24/01/2007;27/12/2006;29/08/2007
2007;588439;FEDERACAO DE CONVENTION & VISITORS BUREAUX DO ESTADO DO;PR;Municipal;Kit Divulgacao Parana 2006.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 181.119,00;R$ 20.125,00;R$ 181.119,00;R$ 181.119,00;19/01/2007;15/12/2006;10/06/2007
2007;588433;FUNDACAO RIO CONGRESSOS E EVENTOS - RIO CONVENTION & VI;RJ;Municipal;Planejamento De Campanha Para A Eleicao Do Cristo Redentor Como Uma Das Sete Maravilhas Do Mundo Moderno.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 85.000,00;R$ 4.500,00;R$ 85.000,00;R$ 45.000,00;24/01/2007;26/12/2006;30/08/2007
2007;588431;DIAMANTE DO NORTE PREFEITURA;PR;Municipal;4º Feira Festa Das Frutas De Diamante Do Norte.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 50.000,00;R$ 5.000,00;R$ 50.000,00;R$ 50.000,00;16/01/2007;15/12/2006;11/05/2007
2007;586775;CENTRO NACIONAL DE EDUCACAO AMBIENTAL E GERACAO DE EMPR;PE;Municipal;Um Sonho De Natal Em Martinhas - Pb;Inadimplente;SEC. NAC. QUALIF. PROMOçãO TURISMO-CONVêNIOS;R$ 80.000,00;R$ 8.000,00;R$ 80.000,00;R$ 80.000,00;10/01/2007;16/12/2006;05/05/2007
2007;586772;PREFEITURA MUNICIPAL DE PORTO ALEGRE;RS;Municipal;Qualificacao E Praticas De Hospitalidade Para Os Trabalhadores Do Setor Receptivo E Servicos De Porto Alegre.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 82.800,00;R$ 9.200,00;R$ 82.800,00;R$ 82.800,00;02/01/2007;21/12/2006;31/10/2007
2007;586769;CENTRO DE CAPACITACAO, TREINAMENTO E CULTURA TERRA VERD;MG;Municipal;Show Musical Minas Tour - Tantas Esquinas.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 10.000,00;R$ 100.000,00;R$ 100.000,00;16/01/2007;21/12/2006;30/04/2007
2007;586584;GRUPO DE AGENTES CULTURAIS BARRICA & BICHO-TERRA;MA;Municipal;"Implementação Do Projeto Intitulado ""Barrica Em Revista"".";Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 98.002,50;R$ 5.260,00;R$ 98.002,50;R$ 94.740,00;16/01/2007;21/12/2006;29/05/2007
2007;586572;PREFEITURA MUNICIPAL DE MARCELINO RAMOS;RS;Municipal;"Implementação Do Projeto Intitulado ""Motonautica 2006"".";Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 50.000,00;R$ 5.147,00;R$ 50.000,00;R$ 50.000,00;16/01/2007;29/12/2006;21/05/2007
2007;586534;MUNICIPIO DE SAO DOMINGOS DO PRATA;MG;Municipal;5º Festival De Musica Catolica De Sao Domingos Do Prata.;Inadimplência Suspensa;SEC. NAC. QUALIF. PROMOçãO TURISMO-CONVêNIOS;R$ 200.171,76;R$ 6.000,00;R$ 200.171,76;R$ 200.000,00;16/01/2007;29/12/2006;01/05/2007
2007;586532;PREFEITURA MUNICIPAL DE IGUATU;CE;Municipal;1º Festival Nautico.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 350.000,00;R$ 350,00;R$ 350.000,00;R$ 350.000,00;05/01/2007;21/12/2006;04/07/2007
2007;586530;FEDERACAO BRASILEIRA DE CONVENTION & VISITORS;DF;Municipal;Fortalecimento Da Cooperacao Internacional Para Prevencao A Exploracaosexual De Criancas E Adolecentes.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 634.020,00;R$ 18.300,00;R$ 634.020,00;R$ 480.000,00;11/01/2007;15/12/2006;31/07/2008
2007;586527;ASSOC. DE AMIGOS DA FUNDACAO DE EDUC. ARTISTICA FLAMA;MG;Municipal;10ª Mostra De Cinema De Tiradentes - Mg.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 37.500,00;R$ 150.000,00;R$ 150.000,00;12/01/2007;22/12/2006;29/07/2007
2007;586525;INSTITUTO MARCA BRASIL;SP;Municipal;Programa De Incentivo Ao Cadastramento De Prestadores De Servicos Turisticos.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 977.637,50; R$ -   ;R$ 977.637,50;R$ 45.527,50;12/01/2007;14/12/2006;28/01/2009
2007;586519;ASSOCIACAO DE AMIGOS DO GREMIO RECREATIVO ESCOLA DE SAM;RJ;Municipal;Ser Diferente E Normal, O Imperio Serrano Faz A Diferenca No Carnaval.;Inadimplente;SEC. NAC. QUALIF. PROMOçãO TURISMO-CONVêNIOS;R$ 499.877,82;R$ 40.619,34;R$ 499.877,82;R$ 499.877,82;12/01/2007;15/12/2006;04/06/2007
2007;586517;FUNDACAO 21 DE ABRIL;DF;Municipal;"Tendo Como Objeto Apoiar O Projeto ""1¨ Forum Espiritual Mundial"".";Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 15.000,00;R$ 150.000,00;R$ 150.000,00;12/01/2007;06/12/2006;15/05/2007
2007;586515;FUNDACAO CULTURAL MANOEL ANTONIO NUNES NETO;CE;Municipal;"Tendo Como Objeto Apoiar O Projeto "" 1¨ Festejo Ico Natalino"".";Inadimplente;SEC. NAC. QUALIF. PROMOçãO TURISMO-CONVêNIOS;R$ 100.000,00;R$ 10.000,00;R$ 100.000,00;R$ 100.000,00;12/01/2007;15/12/2006;05/05/2007
2007;586508;CGTB - CENTRAL GERAL DOS TRABALHADORES DO BRASIL;SP;Municipal;"Tendo Como Objeto Apoiar O Projeto ""Campanha Nacional Em Defesa Do Turismo Interno Popular"".";Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.100,00;R$ 11.400,00;R$ 100.100,00;R$ 100.100,00;12/01/2007;28/12/2006;22/05/2007
2007;586502;ASSOCIACAO BRASILEIRA DE BARES E RESTAURANTES;MG;Municipal;"Tendo Como Obejto Apoiar O Projeto ""Movimento Brasil Sabor De Valorizacao Da Gastronomia Brasileira"".";Adimplente;SEC. NAC. QUALIF. PROMOçãO TURISMO-CONVêNIOS;R$ 3.542.250,00;R$ 848.250,00;R$ 3.542.250,00;R$ 1.465.000,00;02/01/2007;28/12/2006;30/09/2008
2007;586461;FUNDACAO RIO CONGRESSOS E EVENTOS-RIO CONVENTION BUREAU;RJ;Municipal;"Atender Despesas Com O Convenio N°. 493/2006, Tendo Como Objeto Apoia To ""O Rio E De Voces""";Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 72.277,80;R$ 8.925,00;R$ 72.277,80;R$ 72.277,80;08/01/2007;11/12/2006;08/04/2007
2007;585746;FUNDACAO 21 DE ABRIL;DF;Municipal;Captacao De Eventos E Divulgacao De Brasilia.;Inadimplência Suspensa;SEC. NAC. QUALIF. PROMOçãO TURISMO-CONVêNIOS;R$ 450.000,00;R$ 45.000,00;R$ 450.000,00;R$ 450.000,00;16/01/2007;15/12/2006;30/12/2008
2007;585743;FUNDACAO CULTURAL MANOEL ANTONIO NUNES NETO;CE;Municipal;Reveillon Popular Na Sede Do Municipio De Limoeiro Do Norte - Ce.;Inadimplente;SEC. NAC. QUALIF. PROMOçãO TURISMO-CONVêNIOS;R$ 145.000,00;R$ 14.500,00;R$ 145.000,00;R$ 145.000,00;16/01/2007;15/12/2006;04/05/2007
2006;585742;SINDICATO DOS RESTAURANTES, BARES E SIMILARES ES;ES;Municipal;Feira De Gastronomia, Hotelaria E Turismo - Sabor Es 2006.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 118.000,00;R$ 5.870,00;R$ 118.000,00;R$ 118.000,00;27/12/2006;20/11/2006;29/05/2007
2007;582935;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PIAUI;PI;Estadual;Reabilitacao/ Restauracao Com Melhoramento Da Rodovia Pi-116, Trecho Coqueiro/Entr. Pi-315.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 2.255.753,46;R$ 241.448,66;R$ 2.255.753,46;R$ 686.518,99;16/01/2007;28/12/2006;18/08/2009
2007;582536;FUNDACAO BELO HORIZONTE TURISMO E EVENTOS;MG;Municipal;Participação Em Eventos Turisticos.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 105.000,00;R$ 10.500,00;R$ 105.000,00;R$ 105.000,00;10/01/2007;15/12/2006;04/06/2007
2007;582535;ASSOCIACAO EMPRESARIAL DE TUBARAO;SC;Municipal;Caravana De Natal;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 250.000,00;R$ 25.000,00;R$ 250.000,00;R$ 250.000,00;03/01/2007;14/12/2006;21/05/2007
2007;582153;ABRAJET- ASSOCIACAO BRASILEIRA DE JORNALISTAS DE TURISM;MT;Municipal;Apoia A Promocao E Divulgacao Do Turismo - Mato Grosso.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 125.924,38;R$ 14.356,19;R$ 125.924,38;R$ 125.924,38;10/01/2007;27/11/2006;01/10/2007
2007;581020;ASSOCIACAO AFRO CULTURAL LEMI AYO;RJ;Municipal;"Implementação Do Projeto Intitulado ""Pagode Do Trem 2006"".";Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 10.000,00;R$ 100.000,00;R$ 100.000,00;04/01/2007;01/12/2006;17/04/2007
2006;581006;SINDICATO DAS EMPRESAS DE TURISMO NO EST DE MATO GROSSO;MT;Municipal;"Implementação Do Projeto Intitulado ""Os Caminhos De Mato Grosso"".";Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 1.000.000,00;R$ 50.000,00;R$ 1.000.000,00;R$ 1.000.000,00;29/12/2006;15/12/2006;10/07/2007
2006;579526;MUNICIPIO DE JUAZEIRO DO NORTE - PREFEITURA MUNICIPAL;CE;Municipal;Campanhas Promocionais Para Divulgacao Do Turismo Religioso No Municipio De Juazeiro Do Norte;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 750.000,00;R$ 93.840,00;R$ 750.000,00;R$ 750.000,00;29/12/2006;22/12/2006;01/06/2007
2006;579516;MUNICIPIO DE AQUIRAZ;CE;Municipal;Promocao Do Turismo Sustentavel Do Municipio De Aquiraz, Estado Do Ceara;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 275.000,00;R$ 13.500,00;R$ 275.000,00;R$ 250.000,00;29/12/2006;22/12/2006;01/01/2009
2006;579508;PREFEITURA MUNICIPAL DE ITANHANGA;MT;Municipal;Natal E Reveillon: Mais Alegria Para O Municipio De Itanhanga;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 250.000,00;R$ 25.000,00;R$ 250.000,00;R$ 250.000,00;29/12/2006;14/12/2006;16/04/2007
2006;579507;SECRETARIA DE CULTURA - SECULT;BA;Estadual;Projeto Executivo De Sinalizacao Turistica Para O Polo Turistico Lito-Ral Sul.;Adimplente;SEC. NAC. QUALIF. PROMOçãO TURISMO-CONVêNIOS;R$ 2.563.116,06;R$ 265.219,69;R$ 2.563.116,06;R$ 715.976,27;29/12/2006;21/12/2006;13/06/2011
2006;579495;FEDERACAO BRASILEIRA DE CONVENTION & VISITORS BUREAUX;DF;Municipal;Desenvolver Criterios Para Avaliacao De Projetos De Novos Centros De Convencoes.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 432.660,00;R$ 43.480,00;R$ 432.660,00;R$ 83.220,00;29/12/2006;21/12/2006;26/04/2008
2006;579479;CENTRAL UNICA DAS FAVELAS DO RIO DE JANEIRO;RJ;Municipal;Formacao Profissional De Jovens Para Insercao Socioeconomica Na Cadeiaprodutiva Do Turismo.;Adimplente;SEC. NAC. QUALIF. PROMOçãO TURISMO-CONVêNIOS;R$ 1.549.700,00;R$ 120.400,00;R$ 1.549.700,00;R$ 550.000,00;29/12/2006;26/12/2006;30/11/2009
2006;579469;ABRAJET- ASSOCIACAO BRASILEIRA DE JORNALISTAS DE TURISM;MT;Municipal;Promocao De Eventos Em Cuiaba/Mt - Magias Do Natal.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 102.854,00;R$ 11.675,00;R$ 102.854,00;R$ 102.854,00;29/12/2006;13/12/2006;17/04/2007
2006;579437;BARRA DO BUGRES PREFEITURA;MT;Municipal;Festejo Natalino E Reveillon Da Barra Do Bugrest/Mt.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 250.000,00;R$ 25.000,00;R$ 250.000,00;R$ 250.000,00;29/12/2006;15/12/2006;25/05/2007
2006;577922;INSTITUTO BRASILEIRO DE CIENCIAS E DIREITO DO TURISMO;SP;Municipal;Estruturacao De Referencias Juridicas Para Viabilizacao Da Solucao Tecnologica Para O Portal Brasileiro Do Turismo.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 279.000,00;R$ 10.000,00;R$ 279.000,00;R$ 279.000,00;26/12/2006;18/12/2006;01/10/2007
2006;577909;FUNDACAO ASSIS CHATEAUBRIAND;DF;Municipal;Discussao E Divulgacao Da Face Social Do Turismo;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 15.081,00;R$ 150.000,00;R$ 150.000,00;27/12/2006;17/11/2006;11/05/2007
2006;577900;FUNDACAO DE DESENVOLVIMENTO DA PESQUISA;MG;Municipal;Criacao, Editoracao E Impressao Do Livro Do Festival De Inverno Interatividades Do 38º Festival De Inverno Da Ufmg.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 73.730,00;R$ 7.400,00;R$ 73.730,00;R$ 73.730,00;27/12/2006;30/11/2006;01/09/2007
2006;577851;ASSOCIACAO BRASILEIRA DA INDUSTRIA DE HOTEIS A B I H;RJ;Municipal;Realizar Acoes De Fomento Com A Finalidade De Incrementar O Setor Ho- Teleiro Por Meio Da Promocao De Investimento.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 341.550,00;R$ 37.950,00;R$ 341.550,00;R$ 341.550,00;27/12/2006;18/12/2006;31/10/2007
2006;577842;CONFEDERACAO LATINO-AMERICANA DO COMERCIO LOJISTA;BA;Municipal;Ii Convencao Estadual De Lideres.;Inadimplente;SEC. NAC. QUALIF. PROMOçãO TURISMO-CONVêNIOS;R$ 411.000,00;R$ 40.260,00;R$ 411.000,00;R$ 411.000,00;27/12/2006;21/11/2006;06/06/2007
2006;577828;MITRA DIOCESANA DE PASSO FUNDO;RS;Municipal;Festa De Nossa Senhora Aparecida;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 50.000,00;R$ 5.000,00;R$ 50.000,00;R$ 50.000,00;27/12/2006;10/10/2006;18/05/2007
2006;577821;PREFEITURA MUNICIPAL DE VACARIA;RS;Municipal;Vi Encontro Nacional De Jipeiros - Serra Off-Road.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 50.000,00;R$ 5.000,00;R$ 50.000,00;R$ 50.000,00;27/12/2006;23/11/2006;04/03/2007
2006;577811;CUNHA PREFEITURA;SP;Municipal;Ii Festival De Verao Da Estancia Climatica De Cunha - Verao Na Monta- Nha.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 78.400,00;R$ 19.600,00;R$ 78.400,00;R$ 78.400,00;27/12/2006;15/12/2006;17/06/2007
2006;577791;PREFEITURA MUNICIPAL DE CAJUEIRO DA PRAIA;PI;Municipal;Elaboracao Do Plano Diretor Participativo Do Municipio De Cajueiro Da Praia/Pi.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 144.695,34;R$ 14.989,55;R$ 144.695,34;R$ 134.905,98;27/12/2006;18/12/2006;06/12/2008
2006;577601;UNIAO BRASILEIRA DE DESENVOLVIMENTO SOCIAL E DO VOLUNTA;GO;Municipal;Festival Feirense De Diversidade Musical.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 50.000,00;R$ 1.500,00;R$ 50.000,00;R$ 50.000,00;22/12/2006;27/11/2006;30/03/2007
2006;577600;TAQUARUCU DO SUL PREFEITURA MUNICIPAL;RS;Municipal;Campeonato Gaucho De Supercross.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 50.000,00;R$ 1.500,00;R$ 50.000,00;R$ 50.000,00;22/12/2006;20/11/2006;06/04/2007
2006;575535;ASSOCIACAO BRASILEIRA DE BARES E RESTAURANTES;RJ;Municipal;Mostra Gastronomica Durante A 3ª Edicao Do Forum Mundial De Turismo Eedicao De Tradutor Gastronomico.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 354.756,00;R$ 17.440,00;R$ 354.756,00;R$ 354.756,00;15/12/2006;28/11/2006;17/04/2007
2006;574926;MUNICIPIO DE AMONTADA - PREFEITURA MUNICIPAL;CE;Municipal;Constitui Objeto Do Presente Convenio A Elaboracao Do Plano Diretor Municipal Participativo De Amontada/Ce.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 178.419,50;R$ 9.390,50;R$ 178.419,50;R$ 178.419,50;31/01/2006;22/12/2005;30/04/2009
2006;574861;FUNDACAO UNIVERSA;DF;Municipal;Banco De Imagens - Plano Cores Do Brasil.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 630.000,00;R$ 70.000,00;R$ 630.000,00;R$ 630.000,00;01/12/2006;21/11/2006;01/08/2007
2006;574858;FUNDACAO COMISSAO DE TURISMO INTEGRADO DO NORDESTE;PE;Municipal;Temporada De Verao Do Litoral Do Piaui 2006 E 2° Etapa Do Campeonato Brasileiro De Kitsurf.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.763,36;R$ 4.523,00;R$ 150.763,36;R$ 150.763,36;07/12/2006;14/09/2006;31/03/2007
2006;574855;FUNDACAO UBERLANDIA TURISMO E EVENTOS;MG;Municipal;"Tendo Como Objeto Apoiar O Projeto ""Uberlandia Fazendo Acontecer"".";Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 20.000,00;R$ 100.000,00;R$ 100.000,00;07/12/2006;13/11/2006;01/09/2007
2006;574512;SOCIEDADE RURAL DO OESTE DO PARANA;PR;Municipal;27ª Expovel 2006.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 25.000,00;R$ 100.000,00;R$ 100.000,00;28/11/2006;14/11/2006;23/02/2007
2006;574507;ASSOCIACAO COMUNITARIA CULTURAL CLUBE DE MAES DE CAMUTA;PE;Municipal;4º Camutanga Forrofest.;Inadimplente;SEC. NAC. QUALIF. PROMOçãO TURISMO-CONVêNIOS;R$ 100.000,00;R$ 10.000,00;R$ 100.000,00;R$ 100.000,00;06/12/2006;22/09/2006;17/03/2007
2006;574100;EMPRESA ESTADUAL DE TURISMO - AMAZONASTUR;AM;Municipal;Amazonas Para O Brasil Conhecer.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 176.526,00;R$ 19.614,00;R$ 176.526,00;R$ 176.526,00;30/11/2006;01/11/2006;03/06/2007
2006;573267;ASSOCIACAO BRASILEIRA DE BARES E RESTAURANTES;RJ;Municipal;Reuniao Tecnica Do Grupo De Acao Regional Para America Do Sul Para A Prevencao Da Explocacao Sexual De Criancas E Adolescentes No Turismo, 3º Forum Mundial Do Turismo.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 156.340,00;R$ 4.690,00;R$ 156.340,00;R$ 156.340,00;23/11/2006;14/11/2006;12/03/2007
2006;573266;ASSOCIACAO BRASILEIRA DE BARES E RESTAURANTES;RJ;Municipal;Realizacao De Reuniao Tecnico Do Comite Executivo Do The Code , 3ª Edicao Do Forum Mundial De Turismo;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 87.840,00;R$ 2.635,00;R$ 87.840,00;R$ 87.840,00;23/11/2006;14/11/2006;12/03/2007
2006;573265;ASSOCIACAO BRASILEIRA DE BARES E RESTAURANTES;RJ;Municipal;Realizacao De Acoes Do Programa Do Turismo Sustentavel E Infancia Paratreinamento De Agentes Publicos Do Turismo Dos Paises Membros Do Mercosul E Associados.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 264.402,00;R$ 7.932,00;R$ 264.402,00;R$ 264.402,00;23/11/2006;16/11/2006;10/03/2007
2006;573264;ASSOCIACAO BRASILEIRA DE BARES E RESTAURANTES;RJ;Municipal;Realizacao De Exposicoes De Fotografias Sobre A Infancia Latino Ameri-Cana No 3º Forum Mundial Do Turismo.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 34.700,00;R$ 1.041,00;R$ 34.700,00;R$ 34.700,00;23/11/2006;16/11/2006;10/03/2007
2006;573261;ASSOCIACAO BRASILEIRA DE BARES E RESTAURANTES;RJ;Municipal;Seminario Internacional Sobre Extraterritorialidade Na Aplicacao Da Lei Em Casos Da Exploracao De Criancas E Adolescentes No Turismo, No Forum Mundial De Turismo - 3ª Edicao.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 72.380,00;R$ 2.171,00;R$ 72.380,00;R$ 72.380,00;23/11/2006;14/11/2006;12/03/2007
2006;573247;ASSOCIACAO BRASILEIRA DE BARES E RESTAURANTES;RJ;Municipal;2° Reuniao De Ministro E Altas Autoridades De Turismo.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 122.194,00;R$ 3.666,00;R$ 122.194,00;R$ 122.194,00;23/11/2006;14/11/2006;12/03/2007
2006;573233;INSTITUTO CENTRO DE CAPACITACAO E APOIO AO EMPREENDEDOR;MG;Municipal;Xvii Feira De Artesanato.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 226.272,00;R$ 54.318,00;R$ 226.272,00;R$ 226.272,00;21/11/2006;17/11/2006;01/01/2007
2006;573231;ASSOCIACAO BRASILEIRA DE BARES E RESTAURANTES;RJ;Municipal;Turismo Sustentavel & Infancia.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 90.170,00;R$ 2.705,00;R$ 90.170,00;R$ 90.170,00;23/11/2006;14/11/2006;12/03/2007
2006;573224;JOINVILLE COSTA DO ENCANTO CONVENTION & VISITORS BUREAU;SC;Municipal;Realizacao Do Workshops.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 275.580,00;R$ 27.558,00;R$ 275.580,00;R$ 275.580,00;21/11/2006;18/10/2006;10/02/2007
2006;573222;SINDICATO DA HOTEL., REST. BARES E SIMIL. DA REG. HORT.;RS;Municipal;18¨ Festival De Turismo De Gramado.;Concluído;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 249.131,00;R$ 20.609,00;R$ 249.131,00;R$ 249.131,00;24/11/2006;18/10/2006;28/05/2007
2006;573221;FEDERACAO DE MOTOCICLISMO DO ESTADO DO ACRE;AC;Municipal;V Rally Internacional Bolpebra Amazonica - Andes.;Inadimplente;SEC. NAC. QUALIF. PROMOçãO TURISMO-CONVêNIOS;R$ 50.000,00;R$ 5.000,00;R$ 50.000,00;R$ 50.000,00;24/11/2006;25/10/2006;03/04/2007
2006;573220;ASSOCIACAO PRO OBRAS SOCIAIS DO SANTUARIO ESTADUAL NOSS;PR;Municipal;Festa Da Padroeira Do Parana.;Inadimplente;SEC. NAC. QUALIF. PROMOçãO TURISMO-CONVêNIOS;R$ 167.145,00;R$ 16.714,50;R$ 167.145,00;R$ 167.145,00;24/11/2006;03/11/2006;25/04/2007
2006;573066;COMPANHIA PERNAMBUCANA DE SANEAMENTO;PE;Municipal;Emplementacao Do Projeto De Melhororia Do Sistema De Esgotamento Sanitario Do Distrito Estadual De Fernado De Noronha.;Adimplente;SEC. NAC. QUALIF. PROMOçãO TURISMO-CONVêNIOS;R$ 4.677.029,97;R$ 453.894,18;R$ 3.677.029,97;R$ 1.085.047,61;05/09/2006;30/06/2006;08/02/2014
